"","Time","Name","Instructor","Location"
"Friday, 21 February 2025","09:30 - 10:15","LIME LIFT","ASJAD","GREGORY HILLS (LIVE WELL)"
"Friday, 21 February 2025","09:30 - 10:15","LIME CIRCUIT","CLAYTEN","SHELLHARBOUR"
"Friday, 21 February 2025","09:30 - 10:30","BODYBALANCE","RUTHANNE","MOONEE BEACH"
"Friday, 21 February 2025","09:30 - 10:30","ZUMBA","JAMES","SUNNYBANK HILLS (HEALTHWORKS)"
"Friday, 21 February 2025","09:30 - 10:20","REFORMER PILATES","DEE","FIVE DOCK"
"Friday, 21 February 2025","09:30 - 10:00","LIME STRETCH","YASMINE","SIPPY DOWNS"
"Friday, 21 February 2025","09:30 - 10:15","LIME CIRCUIT","AARON","GOULBURN - LANSDOWNE STREET"
"Friday, 21 February 2025","09:30 - 10:30","LIFT UB","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","09:30 - 10:15","BODYSTEP","MICHAEL","PENRITH - MULGOA ROAD"
"Friday, 21 February 2025","09:30 - 10:25","XTREME HIP HOP","SHONA","KENNEDY PARK"
"Friday, 21 February 2025","09:30 - 10:15","LIME ABT","NATALIE","OAKLEIGH"
"Friday, 21 February 2025","09:30 - 10:15","EMOM - PARENTS & BUBS","FIONA","HIIT REPUBLIC CISAC"
"Friday, 21 February 2025","09:30 - 10:25","BODYPUMP","IRENE","MAWSON"
"Friday, 21 February 2025","09:30 - 10:00","S-CONNECT REDLINE","SAM","BUTLER"
"Friday, 21 February 2025","09:30 - 10:15","BEATS RHYTHM CYCLE","ANTO","CLARKSON"
"Friday, 21 February 2025","09:30 - 10:15","S-CONNECT REDLINE","JENNIFER","CLARKSON"
"Friday, 21 February 2025","09:30 - 10:30","CLUB FIESTA","HALA","CLARKSON"
"Friday, 21 February 2025","09:30 - 10:15","REFORMER PILATES","AIMEE","CLARKSON"
"Friday, 21 February 2025","10:00 - 11:00","GENTLE FLOW YOGA","JO","REDCLIFFE"
"Friday, 21 February 2025","10:00 - 10:45","GENTLE FLOW YOGA","CRYSTAL","NOOSAVILLE"
"Friday, 21 February 2025","10:00 - 10:45","MAT PILATES","MANDI","MALVERN"
"Friday, 21 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Friday, 21 February 2025","10:00 - 10:45","LIME CONDITION","JAKE","BROADBEACH"
"Friday, 21 February 2025","10:00 - 10:55","ZUMBA","BEATA","MENTONE"
"Friday, 21 February 2025","10:00 - 10:50","REFORMER PILATES","CHRIS","MENTONE"
"Friday, 21 February 2025","10:00 - 10:45","MAT PILATES","LEILANE","WANNEROO"
"Friday, 21 February 2025","10:00 - 10:45","REFORMER PILATES","CAITLIN","BUTLER"
"Friday, 21 February 2025","10:15 - 11:15","VINYASA YOGA","GERLINDE","MOOLOOLABA"
"Friday, 21 February 2025","10:15 - 11:00","LIME ACTIVE LIFE","KATE","CLEVELAND"
"Friday, 21 February 2025","10:15 - 11:00","REFORMER PILATES","HEATHER","OAKLEIGH"
"Friday, 21 February 2025","10:15 - 11:15","GENTLE FLOW YOGA","KORINA","COOLALINGA (IFITNESS 247)"
"Friday, 21 February 2025","10:15 - 11:10","PILATES","DANA","MANDURAH"
"Friday, 21 February 2025","10:15 - 11:00","REFORMER","MARNI","WILLIAMSTOWN"
"Friday, 21 February 2025","10:15 - 11:00","GENTLE FLOW YOGA","LEE-ANN","WILLIAMSTOWN"
"Friday, 21 February 2025","10:15 - 11:00","REFORMER PILATES","JENNA","WANNEROO"
"Friday, 21 February 2025","10:30 - 11:15","AQUA","BOO","BELCONNEN (CISAC PLATINUM)"
"Friday, 21 February 2025","10:30 - 11:15","AQUA","BOO","CISAC LADIES ONLY"
"Friday, 21 February 2025","10:30 - 11:30","LIME ACTIVE LIFE","RUTHANNE","MOONEE BEACH"
"Friday, 21 February 2025","10:30 - 11:15","REFORMER PILATES","ASH","SCORESBY"
"Friday, 21 February 2025","10:30 - 11:15","LIME ACTIVE LIFE","JESS","SCORESBY"
"Friday, 21 February 2025","10:30 - 11:15","REFORMER PILATES","OLIVIA","UPWEY"
"Friday, 21 February 2025","10:30 - 11:30","ZUMBA","ZEN","BLACKTOWN"
"Friday, 21 February 2025","10:30 - 11:00","LIME CORE","LAURA","PENRITH - MULGOA ROAD"
"Friday, 21 February 2025","10:30 - 11:15","VINYASA YOGA","KELLY","BUTLER"
"Friday, 21 February 2025","10:45 - 11:30","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","10:45 - 11:45","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","11:00 - 12:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","11:00 - 12:30","CRECHE UNDER 13 MONTHS","OLIVIA","QUEANBEYAN"
"Friday, 21 February 2025","11:00 - 12:30","CRECHE 1 TO 10 YEARS","OLIVIA","QUEANBEYAN"
"Friday, 21 February 2025","11:00 - 12:00","GENTLE FLOW YOGA","ELLE","MAWSON"
"Friday, 21 February 2025","11:00 - 12:00","LIME STRETCH","BECKI","PENRITH - MULGOA ROAD"
"Friday, 21 February 2025","11:00 - 11:45","REFORMER PILATES","JENNA","WANNEROO"
"Friday, 21 February 2025","11:15 - 12:00","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","11:15 - 12:15","ZUMBA GOLD","AMY","MOOLOOLABA"
"Friday, 21 February 2025","11:30 - 12:30","BODYBALANCE","SELMA","BLACKTOWN"
"Friday, 21 February 2025","12:00 - 12:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","12:00 - 12:45","REFORMER - INTERMEDIATE","JENNY","MULGRAVE"
"Friday, 21 February 2025","12:00 - 13:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","12:00 - 12:30","VIRTUAL GRIT STRENGTH","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","12:10 - 12:55","EMOM","NIDAHL","HIIT REPUBLIC TUGGERANONG"
"Friday, 21 February 2025","12:10 - 12:55","EMOM","FIONA","HIIT REPUBLIC MITCHELL"
"Friday, 21 February 2025","12:10 - 12:55","EMOM","BRAD","HIIT REPUBLIC BRADDON"
"Friday, 21 February 2025","12:10 - 12:55","THROWDOWN","JOEL","HIIT REPUBLIC WODEN"
"Friday, 21 February 2025","12:10 - 12:55","EMOM","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Friday, 21 February 2025","12:10 - 12:55","EMOM","SAM","HIIT REPUBLIC KINGSTON"
"Friday, 21 February 2025","12:15 - 13:00","LES MILLS SHAPES","TINA","ANU"
"Friday, 21 February 2025","12:15 - 13:00","EMOM","SAM","HIIT REPUBLIC WOLLONGONG"
"Friday, 21 February 2025","12:15 - 13:00","EMOM","RACHEL","HIIT REPUBLIC CANBERRA CITY"
"Friday, 21 February 2025","12:15 - 13:00","LIME CIRCUIT","RACHEL","PYRMONT"
"Friday, 21 February 2025","12:15 - 13:00","EMOM","RACHEL","HIIT REPUBLIC COBURG"
"Friday, 21 February 2025","12:15 - 13:00","GENTLE FLOW YOGA","NICOLE","DARWIN CITY (IFITNESS 247)"
"Friday, 21 February 2025","12:30 - 13:15","GENTLE FLOW YOGA","YVONNE","BELCONNEN (CISAC PLATINUM)"
"Friday, 21 February 2025","12:30 - 13:15","LIME CIRCUIT","RABIN","BELCONNEN (CISAC PLATINUM)"
"Friday, 21 February 2025","12:30 - 13:15","LIME CIRCUIT","LEIGH","CONDER"
"Friday, 21 February 2025","12:30 - 13:00","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","12:30 - 13:15","VINYASA YOGA","MARC","KINGS SQUARE"
"Friday, 21 February 2025","13:00 - 14:00","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Friday, 21 February 2025","13:00 - 13:30","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","13:00 - 14:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","13:00 - 13:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","14:00 - 15:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","14:00 - 14:45","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","15:00 - 16:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","15:00 - 16:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","15:00 - 15:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","15:00 - 15:45","REFORMER PILATES","MEGAN","BUTLER"
"Friday, 21 February 2025","15:30 - 16:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Friday, 21 February 2025","16:00 - 16:30","VIRTUAL GRIT SERIES","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","16:00 - 17:00","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","16:00 - 17:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","16:00 - 16:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Friday, 21 February 2025","16:00 - 16:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","16:00 - 17:00","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Friday, 21 February 2025","16:00 - 16:45","REFORMER PILATES","MEGAN","BUTLER"
"Friday, 21 February 2025","16:30 - 17:00","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","16:30 - 17:15","EMOM","JESSE","HIIT REPUBLIC YAMANTO"
"Friday, 21 February 2025","16:30 - 17:15","REFORMER - INTERMEDIATE","JAKI","UPWEY"
"Friday, 21 February 2025","16:45 - 17:15","LES MILLS CORE","TINA","ANU"
"Friday, 21 February 2025","17:00 - 17:30","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","17:00 - 17:45","EMOM","HANNAH","HIIT REPUBLIC WOLLONGONG"
"Friday, 21 February 2025","17:00 - 17:45","LIME CIRCUIT","BREE","GUNGAHLIN PLATINUM"
"Friday, 21 February 2025","17:00 - 17:45","EMOM","HEIDI","HIIT REPUBLIC SHELLHARBOUR"
"Friday, 21 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Friday, 21 February 2025","17:00 - 17:50","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","17:00 - 18:00","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Friday, 21 February 2025","17:15 - 18:00","HYBRID","JORDAN","HIIT REPUBLIC CORRIMAL"
"Friday, 21 February 2025","17:30 - 18:30","BODYCOMBAT","TRACEY","BELCONNEN (OATLEY COURT)"
"Friday, 21 February 2025","17:30 - 18:30","BODYPUMP","TRISTAN","BELCONNEN (CISAC PLATINUM)"
"Friday, 21 February 2025","17:30 - 18:15","BODYPUMP","MOE H","WOLLONGONG"
"Friday, 21 February 2025","17:30 - 18:30","BODYPUMP","ANNE-MAREE","WAGGA WAGGA"
"Friday, 21 February 2025","17:30 - 18:30","BODYBALANCE","NICKY","ANU"
"Friday, 21 February 2025","17:30 - 18:00","LES MILLS SPRINT","ROSY","BELCONNEN (CISAC PLATINUM)"
"Friday, 21 February 2025","17:30 - 18:15","REFORMER PILATES","JAKI","UPWEY"
"Friday, 21 February 2025","17:30 - 18:25","BODYBALANCE","JANE","TUGGERANONG"
"Friday, 21 February 2025","17:30 - 18:30","GENTLE FLOW YOGA","KYLIE","SUNNYBANK HILLS (HEALTHWORKS)"
"Friday, 21 February 2025","17:30 - 18:30","GENTLE FLOW YOGA","LISA","BLACKTOWN"
"Friday, 21 February 2025","17:30 - 18:30","VINYASA YOGA","JASMIN","UPWEY"
"Friday, 21 February 2025","17:30 - 18:15","SPIN","NATALIE","COOLALINGA (IFITNESS 247)"
"Friday, 21 February 2025","17:45 - 18:15","RPM","MATT","WAGGA WAGGA"
"Friday, 21 February 2025","17:45 - 18:40","ZUMBA","LAURA","KENNEDY PARK"
"Friday, 21 February 2025","18:00 - 19:00","BODYPUMP","IZZY","GOLD CREEK COUNTRY CLUB"
"Friday, 21 February 2025","18:00 - 18:45","BODYPUMP","ANDREA","IPSWICH"
"Friday, 21 February 2025","18:00 - 19:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","18:00 - 18:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Friday, 21 February 2025","18:00 - 19:00","NO GI BJJ","KHAREM","PENRITH - MULGOA ROAD"
"Friday, 21 February 2025","18:00 - 18:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","18:00 - 19:00","LIFT UB","GUS","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","18:30 - 19:15","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","18:30 - 19:15","PILATES","KAREN","SUNNYBANK HILLS (HEALTHWORKS)"
"Friday, 21 February 2025","18:45 - 19:45","GENTLE FLOW YOGA","ECE","BLACKTOWN"
"Friday, 21 February 2025","19:00 - 19:30","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Friday, 21 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","19:00 - 19:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Friday, 21 February 2025","19:30 - 20:25","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","20:30 - 21:00","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Friday, 21 February 2025","21:30 - 22:25","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Friday, 21 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","04:30 - 05:30","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","05:30 - 06:30","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","06:00 - 07:00","HYROX SHRED","HIIT REPUBLIC","HIIT REPUBLIC YAMANTO"
"Saturday, 22 February 2025","06:00 - 06:45","LIME CIRCUIT","YASMINE","SIPPY DOWNS"
"Saturday, 22 February 2025","06:00 - 07:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","06:00 - 06:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","06:00 - 06:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","06:00 - 06:45","HYROX SHRED","HIIT REPUBLIC","HIIT REPUBLIC REDCLIFFE"
"Saturday, 22 February 2025","06:30 - 07:30","SHRED","LAURA","HIIT REPUBLIC ERINDALE"
"Saturday, 22 February 2025","06:30 - 07:15","THROWDOWN","TBA","BROADBEACH"
"Saturday, 22 February 2025","06:45 - 07:15","LIME CORE","YASMINE","SIPPY DOWNS"
"Saturday, 22 February 2025","06:45 - 07:30","LIME CIRCUIT","KATE","CAMPBELLTOWN"
"Saturday, 22 February 2025","06:45 - 07:30","PILATES","CHRISTINE","CLEVELAND"
"Saturday, 22 February 2025","07:00 - 07:45","LIME CIRCUIT","JO","KIPPAX"
"Saturday, 22 February 2025","07:00 - 07:45","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","ALEISHA","HIIT REPUBLIC KINGSTON"
"Saturday, 22 February 2025","07:00 - 08:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","NICK","HIIT REPUBLIC QUEANBEYAN"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","FIONA","HIIT REPUBLIC MITCHELL"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","RACHEL","HIIT REPUBLIC BRADDON"
"Saturday, 22 February 2025","07:00 - 07:45","LIME CIRCUIT","ANTHONY","IPSWICH"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","MARY","HIIT REPUBLIC WOLLONGONG"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","SARA","HIIT REPUBLIC GOULBURN"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","JACK","HIIT REPUBLIC WESTON"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","DIEGO","HIIT REPUBLIC CORRIMAL"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","JOEL","HIIT REPUBLIC WODEN"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","HIIT REPUBLIC","HIIT REPUBLIC YAMANTO"
"Saturday, 22 February 2025","07:00 - 08:00","SHRED","HIIT REPUBLIC","HIIT REPUBLIC REDCLIFFE"
"Saturday, 22 February 2025","07:00 - 07:45","LIME CONDITION","BEN","OAKLEIGH"
"Saturday, 22 February 2025","07:00 - 07:45","BODYPUMP","KATHRYN","REDCLIFFE"
"Saturday, 22 February 2025","07:00 - 08:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","07:00 - 08:00","LIME CIRCUIT","GEORGIA","PENRITH - MULGOA ROAD"
"Saturday, 22 February 2025","07:00 - 07:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","07:00 - 07:45","LIME CIRCUIT","PARIS","WOLLONGONG"
"Saturday, 22 February 2025","07:00 - 07:55","WOD X","CLUB LIME ATHLETICA","PORT KENNEDY"
"Saturday, 22 February 2025","07:00 - 08:00","WOD X","CLUB LIME ATHLETICA","MANDURAH"
"Saturday, 22 February 2025","07:00 - 07:55","BODYBALANCE","NICKIE","MANDURAH"
"Saturday, 22 February 2025","07:00 - 07:45","BODYPUMP","KIM","BUTLER"
"Saturday, 22 February 2025","07:00 - 07:45","REFORMER PILATES","MEGAN","BUTLER"
"Saturday, 22 February 2025","07:15 - 07:45","S CONNECT - COUNTERSTRIKE","SHAZZIE","CLARKSON"
"Saturday, 22 February 2025","07:30 - 08:15","LES MILLS SHAPES","KYLIE","KINGSTON"
"Saturday, 22 February 2025","07:30 - 08:30","GENTLE FLOW YOGA","FIONA","GUNGAHLIN PLATINUM"
"Saturday, 22 February 2025","07:30 - 08:15","REFORMER PILATES","LISA","TENERIFFE"
"Saturday, 22 February 2025","07:30 - 08:30","SHRED","ELISSA","HIIT REPUBLIC CISAC"
"Saturday, 22 February 2025","07:30 - 08:30","SHRED","AIDEN","HIIT REPUBLIC SHELLHARBOUR"
"Saturday, 22 February 2025","07:30 - 08:30","BODYPUMP","JESS","MOONEE BEACH"
"Saturday, 22 February 2025","07:30 - 08:30","BODYPUMP","KAYE","TOORMINA"
"Saturday, 22 February 2025","07:30 - 08:20","REFORMER PILATES","DEE","FIVE DOCK"
"Saturday, 22 February 2025","07:30 - 08:00","CYCLE 30","HAYLEY","UPWEY"
"Saturday, 22 February 2025","07:30 - 08:30","SHRED","KARI","HIIT REPUBLIC COBURG"
"Saturday, 22 February 2025","07:30 - 08:15","LIME BOX","ALEX","SCORESBY"
"Saturday, 22 February 2025","07:30 - 08:30","GENTLE FLOW YOGA","JADE","PENRITH - MULGOA ROAD"
"Saturday, 22 February 2025","07:30 - 08:25","GENTLE FLOW YOGA","GLORIA","KENNEDY PARK"
"Saturday, 22 February 2025","07:30 - 08:30","GENTLE FLOW YOGA","ECE","BLACKTOWN"
"Saturday, 22 February 2025","07:30 - 08:15","LIME CONDITION","MAYLINDA","FIVE DOCK"
"Saturday, 22 February 2025","07:45 - 08:15","LIME CIRCUIT","JANE","CAMPBELLTOWN"
"Saturday, 22 February 2025","08:00 - 08:45","FREESTYLE SPIN","SHERRY","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","08:00 - 09:00","BODYATTACK","NATHAN","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","LAURA","HIIT REPUBLIC TUGGERANONG"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","ALEISHA","HIIT REPUBLIC KINGSTON"
"Saturday, 22 February 2025","08:00 - 08:55","BODYATTACK","LAUREN","QUEANBEYAN"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","NICK","HIIT REPUBLIC QUEANBEYAN"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","RACHEL","HIIT REPUBLIC BRADDON"
"Saturday, 22 February 2025","08:00 - 09:00","PILATES","NICOLE","REDCLIFFE"
"Saturday, 22 February 2025","08:00 - 08:45","SPIN","CHRIS","TENERIFFE"
"Saturday, 22 February 2025","08:00 - 08:45","LIME LIFT","MICHELLE","DEAGON"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","MARY","HIIT REPUBLIC WOLLONGONG"
"Saturday, 22 February 2025","08:00 - 08:45","LIME CIRCUIT","EMMA","MALVERN"
"Saturday, 22 February 2025","08:00 - 09:00","HOT YOGA","VIEN","BURWOOD"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Saturday, 22 February 2025","08:00 - 08:45","BODYPUMP","NIKI","CLEVELAND"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","JACK","HIIT REPUBLIC WESTON"
"Saturday, 22 February 2025","08:00 - 09:00","SHRED","DIEGO","HIIT REPUBLIC CORRIMAL"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER JUMP","JAKI","UPWEY"
"Saturday, 22 February 2025","08:00 - 08:45","VINYASA YOGA","JASMIN","UPWEY"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER - INTERMEDIATE","ALEISHA","OAKLEIGH"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER PILATES","ETAIZE","PARKDALE"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER PILATES","NICKY/ASH","SCORESBY"
"Saturday, 22 February 2025","08:00 - 08:45","LIME LIFT","ASJAD","GREGORY HILLS (LIVE WELL)"
"Saturday, 22 February 2025","08:00 - 08:45","LIME LIFT","FELICITY","NOOSAVILLE"
"Saturday, 22 February 2025","08:00 - 08:45","LIME CONDITION","VICTOR F","ST PETERS"
"Saturday, 22 February 2025","08:00 - 08:45","LIME LIFT","BEN","OAKLEIGH"
"Saturday, 22 February 2025","08:00 - 09:00","BODYCOMBAT","GREG","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 22 February 2025","08:00 - 09:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","08:00 - 08:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","08:00 - 08:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","08:00 - 08:45","BODYPUMP","LILIN","DARWIN CITY (IFITNESS 247)"
"Saturday, 22 February 2025","08:00 - 09:00","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Saturday, 22 February 2025","08:00 - 08:55","CARDIO BLAST","JULIE","PORT KENNEDY"
"Saturday, 22 February 2025","08:00 - 09:00","LIME CIRCUIT","CLUB LIME ATHLETICA","MANDURAH"
"Saturday, 22 February 2025","08:00 - 08:30","RPM","RHYS","KENNEDY PARK"
"Saturday, 22 February 2025","08:00 - 08:45","BODYPUMP","NAOMI","WILLIAMSTOWN"
"Saturday, 22 February 2025","08:00 - 08:55","XTREME HIP HOP","SHONA","MANDURAH"
"Saturday, 22 February 2025","08:00 - 08:45","HIIT","TAMARA","BUTLER"
"Saturday, 22 February 2025","08:00 - 08:45","CYCLE","SIMON","BUTLER"
"Saturday, 22 February 2025","08:00 - 08:45","HIIT","SHAZZIE","CLARKSON"
"Saturday, 22 February 2025","08:00 - 08:45","RPM","SAM","WANNEROO"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER PILATES","MEGAN","BUTLER"
"Saturday, 22 February 2025","08:00 - 08:45","REFORMER PILATES","CHRISSIE","CLARKSON"
"Saturday, 22 February 2025","08:15 - 09:00","LIME CIRCUIT","HUSS","WOLLONGONG"
"Saturday, 22 February 2025","08:15 - 09:15","BODYPUMP","BRENDAN","NORMAN PARK (ACTIVE LIFE)"
"Saturday, 22 February 2025","08:15 - 09:15","BODYPUMP","HAYLEY","UPWEY"
"Saturday, 22 February 2025","08:15 - 09:15","BLEND","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","08:15 - 09:00","SPIN","DANI","MENTONE"
"Saturday, 22 February 2025","08:15 - 09:05","REFORMER PILATES","CHRIS","MENTONE"
"Saturday, 22 February 2025","08:15 - 09:00","REFORMER","ANGELA","WILLIAMSTOWN"
"Saturday, 22 February 2025","08:15 - 09:00","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 22 February 2025","08:30 - 09:30","BODYPUMP","DEB","GOLD CREEK COUNTRY CLUB"
"Saturday, 22 February 2025","08:30 - 09:30","BODYATTACK","RACHEL","WOLLONGONG"
"Saturday, 22 February 2025","08:30 - 09:30","RPM","ADAM L","WOLLONGONG"
"Saturday, 22 February 2025","08:30 - 09:00","GRIT STRENGTH","DAMIEN","GUNGAHLIN PLATINUM"
"Saturday, 22 February 2025","08:30 - 09:30","BODYPUMP","PETER","ANU"
"Saturday, 22 February 2025","08:30 - 09:25","BODYPUMP","ANTONELLA","MAWSON"
"Saturday, 22 February 2025","08:30 - 09:15","REFORMER PILATES","LISA","TENERIFFE"
