"","Time","Name","Instructor","Location"
"Saturday, 15 February 2025","09:30 - 10:30","BODYSTEP","ALISON","BLACKTOWN"
"Saturday, 15 February 2025","09:30 - 10:15","ZUMBA","SHIRLEY S","ANU"
"Saturday, 15 February 2025","09:30 - 10:30","BODYPUMP","MICHAEL","PENRITH - MULGOA ROAD"
"Saturday, 15 February 2025","09:30 - 10:15","BODYPUMP","RENEE","COOLALINGA (IFITNESS 247)"
"Saturday, 15 February 2025","09:40 - 10:25","LES MILLS CORE","TINA","MAWSON"
"Saturday, 15 February 2025","09:45 - 10:30","RPM","BRUCE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 15 February 2025","09:50 - 10:45","BODYBALANCE","SZABINA","KINGSTON"
"Saturday, 15 February 2025","10:00 - 11:00","BODYPUMP","BREE","GUNGAHLIN PLATINUM"
"Saturday, 15 February 2025","10:00 - 11:00","PILATES","TREENA","LAVINGTON"
"Saturday, 15 February 2025","10:00 - 11:00","PILATES","MIKEY","FIVE DOCK"
"Saturday, 15 February 2025","10:00 - 10:55","BODYPUMP","SHERNA","CONDER"
"Saturday, 15 February 2025","10:00 - 11:00","GENTLE FLOW YOGA","SARAH","QUEANBEYAN"
"Saturday, 15 February 2025","10:00 - 10:45","REFORMER - INTERMEDIATE","KELSIE","UPWEY"
"Saturday, 15 February 2025","10:00 - 10:45","REFORMER JUMP","ALEISHA","OAKLEIGH"
"Saturday, 15 February 2025","10:00 - 10:45","REFORMER PILATES","ETAIZE","PARKDALE"
"Saturday, 15 February 2025","10:00 - 10:45","REFORMER - INTERMEDIATE","NICKY/ASH","SCORESBY"
"Saturday, 15 February 2025","10:00 - 11:00","BODYBALANCE","JESS","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 15 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 15 February 2025","10:00 - 10:45","VINYASA YOGA","OLIVIA","BUTLER"
"Saturday, 15 February 2025","10:00 - 11:00","BODYCOMBAT","AMANDA","CLARKSON"
"Saturday, 15 February 2025","10:00 - 10:45","YIN YOGA","NINA","WANNEROO"
"Saturday, 15 February 2025","10:00 - 10:45","REFORMER PILATES","CHRISSIE","CLARKSON"
"Saturday, 15 February 2025","10:15 - 11:15","BODYATTACK","TRENT","BELCONNEN (CISAC PLATINUM)"
"Saturday, 15 February 2025","10:15 - 11:15","BODYCOMBAT","TRACEY","BELCONNEN (OATLEY COURT)"
"Saturday, 15 February 2025","10:15 - 11:00","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 15 February 2025","10:15 - 11:00","ZUMBA","LEANNE","PALMERSTON (IFITNESS 247)"
"Saturday, 15 February 2025","10:15 - 10:45","LES MILLS CORE","RENEE","COOLALINGA (IFITNESS 247)"
"Saturday, 15 February 2025","10:15 - 11:05","REFORMER PILATES","REBECCA","MENTONE"
"Saturday, 15 February 2025","10:15 - 11:00","HATHA YOGA","RUTH","WILLIAMSTOWN"
"Saturday, 15 February 2025","10:15 - 11:00","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 15 February 2025","10:30 - 11:00","LES MILLS CORE","ALYSSA","WOLLONGONG"
"Saturday, 15 February 2025","10:30 - 11:00","LES MILLS CORE","ALISON","BLACKTOWN"
"Saturday, 15 February 2025","10:30 - 11:30","HOT YOGA","CYNTHIA","PENRITH - MULGOA ROAD"
"Saturday, 15 February 2025","10:35 - 11:35","GENTLE FLOW YOGA","MICHELLE","MAWSON"
"Saturday, 15 February 2025","10:45 - 11:40","BODYBALANCE","MELISSA","TUGGERANONG"
"Saturday, 15 February 2025","11:00 - 11:45","REFORMER PILATES","NICKY/ASH","SCORESBY"
"Saturday, 15 February 2025","11:00 - 11:45","REFORMER PILATES","KELSIE","UPWEY"
"Saturday, 15 February 2025","11:00 - 12:00","BODYPUMP","KAREN","BLACKTOWN"
"Saturday, 15 February 2025","11:00 - 12:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","11:00 - 11:55","BODYBALANCE","HELEN","COOLALINGA (IFITNESS 247)"
"Saturday, 15 February 2025","11:00 - 12:00","ZUMBA","LEANNE","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 15 February 2025","11:00 - 12:00","YOGA","SHERI","CLARKSON"
"Saturday, 15 February 2025","11:00 - 11:45","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 15 February 2025","11:15 - 12:15","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","11:15 - 12:00","LES MILLS DANCE","TONI","BELCONNEN (OATLEY COURT)"
"Saturday, 15 February 2025","11:15 - 12:00","LES MILLS SHAPES","GRACE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 15 February 2025","11:45 - 12:30","LES MILLS SHAPES","STEPH","TUGGERANONG"
"Saturday, 15 February 2025","12:00 - 13:00","BODYBALANCE","MELISSA","BELCONNEN (CISAC PLATINUM)"
"Saturday, 15 February 2025","12:00 - 13:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","12:00 - 12:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","13:00 - 13:30","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","13:00 - 14:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","13:00 - 14:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","13:10 - 14:10","ZUMBA","ZEN","BLACKTOWN"
"Saturday, 15 February 2025","14:00 - 15:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","14:00 - 14:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","15:00 - 15:40","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 15 February 2025","15:00 - 16:00","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","15:00 - 16:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","15:00 - 15:30","VIRTUAL GRIT CARDIO","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","16:00 - 16:55","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 15 February 2025","16:00 - 17:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 15 February 2025","16:00 - 17:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","16:00 - 17:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","16:00 - 16:45","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","16:00 - 16:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 15 February 2025","16:30 - 17:30","BODYBALANCE","JENNIFER","ANU"
"Saturday, 15 February 2025","17:00 - 17:55","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 15 February 2025","17:00 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 15 February 2025","17:00 - 17:30","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","17:00 - 17:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 15 February 2025","17:30 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 15 February 2025","18:00 - 18:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 15 February 2025","18:00 - 19:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","18:00 - 18:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","18:00 - 18:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 15 February 2025","18:45 - 19:15","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 15 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 15 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","06:00 - 07:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","06:00 - 06:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","06:00 - 06:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","06:30 - 07:30","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","07:00 - 08:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","07:00 - 08:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","07:00 - 07:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","07:15 - 07:45","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 16 February 2025","08:00 - 08:45","LIME CIRCUIT","JO","KIPPAX"
"Sunday, 16 February 2025","08:00 - 08:45","BODYPUMP","JANE","CAMPBELLTOWN"
"Sunday, 16 February 2025","08:00 - 08:55","BODYPUMP","KATHRYN","REDCLIFFE"
"Sunday, 16 February 2025","08:00 - 08:45","HOT YOGA","JENNY","UPWEY"
"Sunday, 16 February 2025","08:00 - 08:45","REFORMER - INTERMEDIATE","BRIDGET/EMMA","UPWEY"
"Sunday, 16 February 2025","08:00 - 08:45","REFORMER PILATES","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 16 February 2025","08:00 - 09:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","08:00 - 09:00","REPUBLIC YOGA","HANNAH","HIIT REPUBLIC CANBERRA CITY"
"Sunday, 16 February 2025","08:00 - 08:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","08:00 - 08:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","08:00 - 09:00","GENTLE FLOW YOGA","SANDY","BROADBEACH"
"Sunday, 16 February 2025","08:00 - 09:00","SHRED","ALEX","HIIT REPUBLIC QUEANBEYAN"
"Sunday, 16 February 2025","08:00 - 08:45","RPM","SHARON","CLARKSON"
"Sunday, 16 February 2025","08:00 - 08:30","CYCLE 30","LEILANE","WANNEROO"
"Sunday, 16 February 2025","08:00 - 08:45","REFORMER PILATES","GILLIAN","BUTLER"
"Sunday, 16 February 2025","08:00 - 09:00","BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","08:15 - 09:15","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","08:15 - 09:15","BODYPUMP","SUSAN","NORMAN PARK (ACTIVE LIFE)"
"Sunday, 16 February 2025","08:15 - 09:05","REFORMER PILATES","MICHELLE","MENTONE"
"Sunday, 16 February 2025","08:15 - 09:00","BODYCOMBAT","ZONA","WILLIAMSTOWN"
"Sunday, 16 February 2025","08:15 - 09:00","REFORMER PILATES","MEGAN","WANNEROO"
"Sunday, 16 February 2025","08:30 - 09:25","BODYCOMBAT","DAN & TRACEY","QUEANBEYAN"
"Sunday, 16 February 2025","08:30 - 09:30","GENTLE FLOW YOGA","JULIE","MAWSON"
"Sunday, 16 February 2025","08:30 - 09:00","HIITSTEP","ANNA B","GUNGAHLIN PLATINUM"
"Sunday, 16 February 2025","08:30 - 09:25","BODYPUMP","CLARE","TUGGERANONG"
"Sunday, 16 February 2025","08:30 - 09:15","REFORMER PILATES","CHRIS","PARKDALE"
"Sunday, 16 February 2025","08:30 - 09:15","REFORMER - INTERMEDIATE","ETAIZE/ SONIA","MULGRAVE"
"Sunday, 16 February 2025","08:30 - 09:15","REFORMER PILATES","SUE","SCORESBY"
"Sunday, 16 February 2025","08:30 - 09:15","POWER YOGA","CHRISTINE","CLEVELAND"
"Sunday, 16 February 2025","08:30 - 09:15","LES MILLS TONE","RENEE","COOLALINGA (IFITNESS 247)"
"Sunday, 16 February 2025","08:30 - 09:25","BODYPUMP","NICOLE","MENTONE"
"Sunday, 16 February 2025","09:00 - 10:00","BODYPUMP","IZZY","BELCONNEN (OATLEY COURT)"
"Sunday, 16 February 2025","09:00 - 10:00","BODYATTACK","VEL I","WOLLONGONG"
"Sunday, 16 February 2025","09:00 - 09:55","BODYPUMP","BERNI","KINGSTON"
"Sunday, 16 February 2025","09:00 - 10:00","RPM","KIRSTY","GUNGAHLIN PLATINUM"
"Sunday, 16 February 2025","09:00 - 09:30","GRIT STRENGTH","ANICA","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","09:00 - 09:30","LES MILLS SPRINT","KAILAH","WAGGA WAGGA"
"Sunday, 16 February 2025","09:00 - 09:45","SPIN","BILL","CAMPBELLTOWN"
"Sunday, 16 February 2025","09:00 - 10:00","GENTLE FLOW YOGA","RACHEL","REDCLIFFE"
"Sunday, 16 February 2025","09:00 - 09:45","GENTLE FLOW YOGA","JENNY","UPWEY"
"Sunday, 16 February 2025","09:00 - 09:45","REFORMER PILATES","BRIDGET/EMMA","UPWEY"
"Sunday, 16 February 2025","09:00 - 09:45","REFORMER JUMP","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 16 February 2025","09:00 - 10:00","BODYPUMP","ALISON","BLACKTOWN"
"Sunday, 16 February 2025","09:00 - 10:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","09:00 - 10:00","YIN YOGA","JADE","PENRITH - MULGOA ROAD"
"Sunday, 16 February 2025","09:00 - 09:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","09:00 - 09:55","BODYBALANCE","MEL","KENNEDY PARK"
"Sunday, 16 February 2025","09:00 - 10:00","BODYPUMP","CHARLES","CLARKSON"
"Sunday, 16 February 2025","09:00 - 09:45","TABATA","LEILANE","WANNEROO"
"Sunday, 16 February 2025","09:00 - 09:45","REFORMER PILATES","GILLIAN","BUTLER"
"Sunday, 16 February 2025","09:00 - 09:45","RPM","SHONNA","BUTLER"
"Sunday, 16 February 2025","09:15 - 10:05","REFORMER PILATES","MICHELLE","MENTONE"
"Sunday, 16 February 2025","09:15 - 10:00","RPM","ROBB","WILLIAMSTOWN"
"Sunday, 16 February 2025","09:15 - 10:00","GENTLE FLOW YOGA","LEE-ANN","WILLIAMSTOWN"
"Sunday, 16 February 2025","09:15 - 10:00","REFORMER PILATES","MEGAN","WANNEROO"
"Sunday, 16 February 2025","09:30 - 10:00","LES MILLS CORE","JAIMEE","WAGGA WAGGA"
"Sunday, 16 February 2025","09:30 - 10:15","RPM","PAUL","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","09:30 - 10:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","09:30 - 10:15","ZUMBA","KELLIE","ANU"
"Sunday, 16 February 2025","09:30 - 10:15","LIME CIRCUIT","GERARDE","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","09:30 - 10:25","BODYCOMBAT","MICHAEL","TUGGERANONG"
"Sunday, 16 February 2025","09:30 - 10:30","BODYPUMP","SARAH","LAVINGTON"
"Sunday, 16 February 2025","09:30 - 10:30","VINYASA YOGA","KEIRA","NORMAN PARK (ACTIVE LIFE)"
"Sunday, 16 February 2025","09:30 - 10:15","REFORMER PILATES","ETAIZE/ SONIA","MULGRAVE"
"Sunday, 16 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","CHRIS","PARKDALE"
"Sunday, 16 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","SUE","SCORESBY"
"Sunday, 16 February 2025","09:30 - 10:30","BODYPUMP","CHRISTINA","SUNNYBANK HILLS (HEALTHWORKS)"
"Sunday, 16 February 2025","09:30 - 10:30","VINYASA YOGA","CHRISTINA","MENTONE"
"Sunday, 16 February 2025","09:40 - 10:35","BODYPUMP","NATASHA","MAWSON"
"Sunday, 16 February 2025","09:45 - 10:45","BODYCOMBAT","GRACE","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","09:45 - 10:45","GENTLE FLOW YOGA","VIV","CAMPBELLTOWN"
"Sunday, 16 February 2025","10:00 - 11:00","BODYBALANCE","FIONA","GUNGAHLIN PLATINUM"
"Sunday, 16 February 2025","10:00 - 10:45","LIME CIRCUIT","LEIGH","CONDER"
"Sunday, 16 February 2025","10:00 - 11:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","10:00 - 10:45","YIN YOGA","JENNY","UPWEY"
"Sunday, 16 February 2025","10:00 - 10:45","REFORMER PILATES","BRIDGET/EMMA","UPWEY"
"Sunday, 16 February 2025","10:00 - 10:45","LIME STRETCH","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 16 February 2025","10:00 - 11:00","LES MILLS CORE","ALISON","BLACKTOWN"
"Sunday, 16 February 2025","10:00 - 10:45","BODYBALANCE","IMOGEN","WAGGA WAGGA"
"Sunday, 16 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","10:00 - 10:45","VINYASA YOGA","JESS","BUTLER"
"Sunday, 16 February 2025","10:05 - 10:50","ZUMBA","KRITI","KINGSTON"
"Sunday, 16 February 2025","10:15 - 10:45","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","10:15 - 11:05","REFORMER PILATES","MICHELLE","MENTONE"
"Sunday, 16 February 2025","10:15 - 11:00","LIME BOX","NIK","WILLIAMSTOWN"
"Sunday, 16 February 2025","10:30 - 11:30","LES MILLS DANCE","NICOLE","GOLD CREEK COUNTRY CLUB"
"Sunday, 16 February 2025","10:30 - 11:25","BODYBALANCE","STEPH","TUGGERANONG"
"Sunday, 16 February 2025","10:30 - 11:15","REFORMER","SONIA","MULGRAVE"
"Sunday, 16 February 2025","10:40 - 11:40","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","10:45 - 11:45","BODYPUMP","DANIEL","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","10:45 - 11:30","GENTLE FLOW YOGA","BRAYLEY","PALMERSTON (IFITNESS 247)"
"Sunday, 16 February 2025","11:00 - 12:00","YOGA","JANE","KINGSTON"
"Sunday, 16 February 2025","11:00 - 12:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","11:05 - 12:05","ZUMBA","ZEN","BLACKTOWN"
"Sunday, 16 February 2025","11:15 - 11:45","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","12:00 - 13:00","BODYBALANCE","JENNIFER","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","12:00 - 13:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","12:00 - 12:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","13:00 - 14:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","13:00 - 13:30","VIRTUAL GRIT ATHLETIC","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","14:00 - 15:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","14:00 - 14:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","15:00 - 15:30","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","15:00 - 16:00","BODYBALANCE","NICKY","ANU"
"Sunday, 16 February 2025","15:00 - 16:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","15:00 - 16:00","VINYASA YOGA","ROTATING","PENRITH - MULGOA ROAD"
"Sunday, 16 February 2025","15:00 - 16:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","15:30 - 16:30","BODYPUMP","BREE","GUNGAHLIN PLATINUM"
"Sunday, 16 February 2025","15:45 - 16:15","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","16:00 - 17:00","GENTLE FLOW YOGA","FIONA","CISAC LADIES ONLY"
"Sunday, 16 February 2025","16:00 - 16:30","VIRTUAL GRIT SERIES","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 16 February 2025","16:00 - 16:30","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","16:00 - 17:00","GENTLE FLOW YOGA","JANE","CONDER"
"Sunday, 16 February 2025","16:00 - 17:00","YIN YOGA","OXANA","GOULBURN - LANSDOWNE STREET"
"Sunday, 16 February 2025","16:00 - 17:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","16:00 - 17:00","YIN YOGA","ROTATING","PENRITH - MULGOA ROAD"
"Sunday, 16 February 2025","16:00 - 16:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","16:00 - 16:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","16:00 - 17:00","HOT YOGA","MARIE","MENTONE"
"Sunday, 16 February 2025","16:30 - 17:30","VINYASA YOGA","GLENN","BELCONNEN (OATLEY COURT)"
"Sunday, 16 February 2025","16:30 - 17:30","BODYBALANCE","TONI","GOLD CREEK COUNTRY CLUB"
"Sunday, 16 February 2025","16:30 - 17:30","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","16:30 - 17:00","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 16 February 2025","16:30 - 17:15","YIN YOGA","MELINDA","WILLIAMSTOWN"
"Sunday, 16 February 2025","17:00 - 17:55","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 16 February 2025","17:00 - 17:30","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","17:00 - 18:00","GENTLE FLOW YOGA","FIONA","BELCONNEN (CISAC PLATINUM)"
"Sunday, 16 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","17:00 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 16 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","17:30 - 18:30","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 16 February 2025","17:30 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 16 February 2025","18:00 - 18:55","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 16 February 2025","18:00 - 19:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","18:00 - 18:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 16 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 16 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","04:45 - 05:30","TIME CAP","SHARLENE","HIIT REPUBLIC YAMANTO"
"Monday, 17 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","05:00 - 05:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Monday, 17 February 2025","05:15 - 06:00","TIME CAP","KIRSTEN","HIIT REPUBLIC REDCLIFFE"
"Monday, 17 February 2025","05:25 - 06:10","HYBRID","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Monday, 17 February 2025","05:30 - 06:15","LIME CIRCUIT","SARAH","KAMBAH"
"Monday, 17 February 2025","05:30 - 06:15","TIME CAP","LAURA","HIIT REPUBLIC TUGGERANONG"
"Monday, 17 February 2025","05:30 - 06:15","TIME CAP","SAM","HIIT REPUBLIC KINGSTON"
"Monday, 17 February 2025","05:30 - 06:15","TIME CAP","DORIS","HIIT REPUBLIC QUEANBEYAN"
